,Animal Type,Sex Upon Outcome,Normalized Age,Breed,Color,Outcome
1432,Cat,Unknown,-0.05782496804117038,Domestic Longhair Mix,Black/White,0
1433,Dog,Spayed Female,-0.25029540923654126,Maltese Mix,White,0
1434,Cat,Intact Male,-0.6176548570950136,Domestic Shorthair Mix,Black/White,0
1435,Dog,Neutered Male,0.9609728961708648,Yorkshire Terrier Mix,Black/Red,0
1436,Cat,Intact Female,-0.7111140617139197,Domestic Shorthair Mix,Black Tabby,0
1437,Dog,Neutered Male,-0.3872455308563244,Boxer,Brown Brindle/White,0
1438,Cat,Intact Female,-0.7277701575865959,Domestic Shorthair Mix,Orange Tabby,0
1439,Dog,Neutered Male,-0.38909620817551066,Labrador Retriever/Australian Shepherd,Brown/White,0
1440,Dog,Intact Male,-0.7037113524371745,Great Pyrenees Mix,White,0
1441,Dog,Intact Male,-0.541777087008377,Australian Cattle Dog Mix,White/Tan,0
1442,Dog,Neutered Male,-0.6722498380110082,Australian Shepherd Mix,Chocolate/White,0
1443,Dog,Intact Female,0.2799236427103218,English Bulldog,Black/White,0
1444,Dog,Neutered Male,0.2891770293062531,Chow Chow,Red,1
1445,Dog,Neutered Male,-0.677801869968567,Labrador Retriever Mix,Chocolate/Tan,0
1446,Dog,Neutered Male,-0.058750306700763505,Queensland Heeler/Chihuahua Shorthair,Blue Merle/Tan,0
1447,Dog,Intact Male,-0.6389376462656555,German Shepherd,Black/Brown,0
1448,Cat,Spayed Female,0.1624056329419944,Domestic Shorthair Mix,Brown Tabby,0
1449,Dog,Neutered Male,-0.5038382019650587,Labrador Retriever Mix,Cream,0
1450,Dog,Spayed Female,2.5766141958204685,Rottweiler Mix,Black/Brown,0
1451,Cat,Neutered Male,-0.591745374626406,Domestic Shorthair,Black,0
1452,Dog,Spayed Female,0.617672253461814,Chihuahua Shorthair Mix,Black/Brown,0
1453,Cat,Intact Male,-0.055048952062390986,Domestic Shorthair,Cream Tabby,0
1454,Dog,Spayed Female,-0.5325237004124457,Australian Cattle Dog Mix,Black/White,0
1455,Cat,Intact Male,-0.6981593204796158,Domestic Shorthair Mix,Orange Tabby,1
1456,Dog,Spayed Female,-0.22438592676793365,Australian Cattle Dog/Collie Rough,Red/White,0
1457,Cat,Neutered Male,-0.6583697581171113,Domestic Shorthair Mix,Black,0
1458,Cat,Intact Female,-0.7203674483098509,Domestic Longhair Mix,Tortie,0
1459,Dog,Neutered Male,0.2836249973486943,German Shepherd Mix,Tan/Black,0
1460,Dog,Spayed Female,-0.5898946973072197,Labrador Retriever,Black,0
1461,Dog,Unknown,-0.7249941416078166,Chihuahua Shorthair Mix,Black/White,0
1462,Dog,Neutered Male,-0.32894919530195726,Pit Bull Mix,Fawn/White,0
1463,Other,Unknown,-0.39464824013306943,Bat Mix,Brown,1
1464,Cat,Neutered Male,-0.642639000904028,Domestic Longhair Mix,Brown Tabby,0
1465,Cat,Intact Male,-0.6916819498624639,Domestic Shorthair Mix,Blue/White,1
1466,Cat,Unknown,-0.7277701575865959,Domestic Shorthair Mix,Black/White,0
1467,Cat,Neutered Male,-0.014334051040293302,Domestic Shorthair Mix,White/Black,0
1468,Cat,Intact Male,-0.39187222415429,Domestic Shorthair Mix,Black/White,0
1469,Cat,Neutered Male,-0.6472656942019936,Domestic Shorthair Mix,White/Black,0
1470,Dog,Intact Female,-0.6731751766706013,Belgian Malinois Mix,Black/Brown,0
1471,Cat,Neutered Male,0.10873599068559289,Domestic Shorthair Mix,Black,0
1472,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
1473,Cat,Spayed Female,-0.39557357879266253,Domestic Shorthair Mix,Black/White,0
1474,Cat,Neutered Male,-0.6250575663717586,Domestic Shorthair Mix,Brown Tabby/White,0
1475,Dog,Spayed Female,0.17073368087833254,Labrador Retriever,Black,0
1476,Cat,Neutered Male,0.6352536879940834,Domestic Shorthair Mix,Orange Tabby,0
1477,Cat,Intact Male,-0.7027860137775814,Domestic Shorthair Mix,Orange Tabby,1
1478,Dog,Spayed Female,0.10781065202599975,Chihuahua Shorthair/Pug,White,0
1479,Dog,Neutered Male,-0.46867533290051977,Catahoula Mix,Black/Blue,0
1480,Dog,Spayed Female,-0.3881708695159175,Chihuahua Longhair Mix,Tan,0
1481,Dog,Intact Female,0.9424661229790023,Dachshund Mix,White/Tricolor,0
1482,Dog,Intact Female,-0.7194421096502578,Pit Bull Mix,Brown,0
1483,Dog,Neutered Male,0.10503463604722037,Black Mouth Cur Mix,Red/Black,0
1484,Cat,Spayed Female,0.31231049579608133,Domestic Shorthair Mix,Black/White,0
1485,Dog,Neutered Male,0.6195229307810002,Chihuahua Longhair Mix,Tan,0
1486,Dog,Spayed Female,-0.6759511926493807,Labrador Retriever,White/Tan,0
1487,Cat,Neutered Male,-0.384469514877545,Domestic Shorthair Mix,Brown Tabby,0
1488,Cat,Neutered Male,-0.36596274168568244,Domestic Shorthair Mix,Black,0
1489,Cat,Intact Female,-0.3964989174522557,Domestic Shorthair Mix,Brown Tabby,1
1490,Dog,Spayed Female,-0.6703991606918219,Chihuahua Shorthair/Toy Poodle,Black/Brown Brindle,0
1491,Cat,Spayed Female,0.7546223750815971,Domestic Shorthair Mix,Black/White,1
1492,Dog,Intact Male,-0.004155325784768881,Rottweiler Mix,Black/Brown,1
1493,Dog,Spayed Female,0.34839870352021335,Jack Russell Terrier Mix,White/Tan,0
1494,Cat,Intact Female,-0.713890077692699,Domestic Shorthair Mix,Blue Tabby/White,0
1495,Cat,Intact Female,-0.5093902339226174,Domestic Shorthair Mix,Calico,0
1496,Dog,Spayed Female,-0.6028494385415235,Great Pyrenees Mix,Tricolor,0
1497,Dog,Neutered Male,-0.39187222415429,Chihuahua Shorthair Mix,Brown,0
1498,Dog,Intact Female,0.28455033600828744,Border Terrier,White/Gray,0
1499,Dog,Neutered Male,-0.5861933426688472,Doberman Pinsch Mix,Black/Tan,0
1500,Cat,Spayed Female,-0.12352401287228255,Domestic Longhair Mix,Blue Tabby,0
1501,Cat,Intact Female,-0.6796525472877533,Siamese Mix,Seal Point,0
1502,Cat,Neutered Male,-0.5750892787537296,Domestic Shorthair,White/Blue,0
1503,Dog,Intact Female,-0.7157407550118853,Labrador Retriever Mix,White/Black,0
1504,Cat,Neutered Male,0.30305710920015005,Domestic Shorthair Mix,Orange Tabby,0
1505,Cat,Neutered Male,-0.37799214426039307,Domestic Shorthair Mix,Black,0
1506,Cat,Intact Female,-0.721292786969444,Domestic Shorthair Mix,Brown Tabby,0
1507,Dog,Neutered Male,-0.03376616289174902,Pit Bull Mix,Black/White,1
1508,Dog,Neutered Male,3.992382344997956,Catahoula Mix,Black/Brown,0
1509,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
1510,Cat,Spayed Female,-0.6676231447130425,Domestic Shorthair,Black,0
1511,Dog,Intact Female,0.6185975921214071,Pit Bull,Brown Brindle/White,1
1512,Other,Unknown,-0.3964989174522557,Bat Mix,Brown,1
1513,Dog,Intact Female,-0.6703991606918219,Anatol Shepherd/German Shepherd,Black/Brown,0
1514,Dog,Neutered Male,-0.10224122370164059,Boxer Mix,Black/White,0
1515,Dog,Spayed Female,-0.6796525472877533,Norfolk Terrier/Chihuahua Shorthair,Gray/White,0
1516,Cat,Spayed Female,-0.025438114955410852,Domestic Shorthair,Calico,0
1517,Dog,Neutered Male,-0.024512776295817724,Otterhound Mix,Brown/Black,0
1518,Cat,Intact Female,-0.05689962938157725,Domestic Shorthair Mix,Blue Tabby,0
1519,Dog,Intact Female,0.9554208642133061,American Pit Bull Terrier Mix,Tan,0
1520,Dog,Intact Female,-0.7286954962461891,Labrador Retriever/Pit Bull,Brown Brindle,0
1521,Dog,Neutered Male,-0.3835441762179519,Pit Bull Mix,Brown/White,0
1522,Dog,Neutered Male,-0.39279756281388317,Miniature Poodle/Lhasa Apso,Apricot,0
1523,Cat,Intact Female,-0.7018606751179883,Domestic Shorthair Mix,Brown Tabby/White,0
1524,Cat,Spayed Female,-0.34190393653626105,Domestic Shorthair Mix,Brown Tabby,0
1525,Dog,Neutered Male,0.8351268384661993,Australian Shepherd Mix,Blue Merle,0
1526,Dog,Neutered Male,-0.6657724673938563,Labrador Retriever,Tan,0
1527,Dog,Spayed Female,3.022627429744357,Labrador Retriever Mix,Tan,0
1528,Cat,Intact Female,-0.7101887230543265,Domestic Shorthair Mix,Calico,0
1529,Cat,Neutered Male,-0.3650374030260893,Domestic Shorthair Mix,Brown Tabby,0
1530,Dog,Neutered Male,-0.5029128633054656,Pit Bull Mix,Fawn/White,0
1531,Cat,Intact Male,-0.6898312725432777,Domestic Longhair,Brown Tabby/White,0
1532,Dog,Spayed Female,-0.39002154683510376,Canaan Dog/Pit Bull,Tan/White,1
1533,Dog,Neutered Male,-0.3909468854946969,Dachshund Mix,Tan/Black,0
1534,Dog,Neutered Male,-0.05782496804117038,Cairn Terrier Mix,Cream,0
1535,Cat,Spayed Female,-0.5621345375194258,Domestic Shorthair Mix,Black/White,0
1536,Cat,Unknown,-0.713890077692699,Domestic Shorthair Mix,Black,0
1537,Cat,Intact Male,-0.04394488814727344,American Shorthair,Blue/White,0
1538,Dog,Neutered Male,1.972368051106155,Boxer Mix,White/Brown,0
1539,Dog,Neutered Male,-0.6028494385415235,Collie Smooth,White/Black,0
1540,Cat,Spayed Female,-0.6731751766706013,Domestic Shorthair Mix,White/Blue,0
1541,Dog,Spayed Female,-0.39279756281388317,Chihuahua Shorthair Mix,Tricolor,0
1542,Dog,Spayed Female,-0.020811421657445206,Pit Bull Mix,Red/White,0
1543,Cat,Intact Male,-0.22160991078915426,Domestic Shorthair,Black/White,0
1544,Cat,Intact Female,-0.6602204354362975,Domestic Shorthair,Orange Tabby/White,0
1545,Dog,Neutered Male,-0.21975923346996798,Great Dane/Labrador Retriever,Brown,0
1546,Cat,Neutered Male,-0.6685484833726357,Domestic Medium Hair Mix,Orange Tabby,0
1547,Cat,Neutered Male,-0.6250575663717586,Domestic Shorthair Mix,Black,0
1548,Dog,Neutered Male,-0.5029128633054656,Yorkshire Terrier Mix,Black/Brown,0
1549,Dog,Neutered Male,-0.015259389699886432,Labrador Retriever/Pit Bull,Black/White,0
1550,Cat,Spayed Female,-0.6703991606918219,Domestic Shorthair Mix,White/Brown Tabby,0
1551,Bird,Intact Male,-0.3807681602391725,Bantam,Tricolor,0
1552,Cat,Spayed Female,-0.6694738220322288,Domestic Shorthair,Calico,0
1553,Other,Unknown,-0.7342475282037478,Rabbit Sh Mix,Black/White,0
1554,Cat,Intact Female,-0.39279756281388317,Domestic Shorthair,Brown Tabby,0
1555,Dog,Spayed Female,-0.32247182468480534,Siberian Husky/German Shepherd,Black/Tan,0
1556,Dog,Neutered Male,0.14574953706931806,Dachshund/Beagle,Black/Brown,0
1557,Dog,Neutered Male,-0.5871186813284403,Manchester Terrier Mix,Brown Brindle,0
1558,Dog,Intact Male,-0.058750306700763505,German Shepherd,Black/Tan,0
1559,Dog,Neutered Male,-0.5038382019650587,German Shepherd,Black/Tan,0
1560,Cat,Neutered Male,-0.6315349369889105,Domestic Shorthair Mix,Cream Tabby,0
1561,Cat,Spayed Female,-0.6472656942019936,Domestic Shorthair Mix,Brown Tabby,0
1562,Dog,Intact Male,-0.048571581445239084,Chihuahua Shorthair/Rat Terrier,White/Liver,1
1563,Dog,Neutered Male,3.669439152799954,Chow Chow Mix,Gold,0
1564,Cat,Intact Male,-0.677801869968567,Domestic Medium Hair Mix,Brown Tabby/White,1
1565,Dog,Intact Female,-0.6741005153301944,Labrador Retriever Mix,Brown/White,0
1566,Other,Intact Male,-0.39464824013306943,Hedgehog,White/Brown,0
1567,Cat,Neutered Male,-0.05412361340279786,Domestic Shorthair Mix,Black/White,0
1568,Cat,Spayed Female,-0.6805778859473464,Domestic Shorthair Mix,Brown Tabby,0
1569,Dog,Neutered Male,-0.6805778859473464,Pit Bull Mix,Black/White,0
1570,Dog,Spayed Female,0.6213736081001865,Miniature Poodle Mix,White/Brown,0
1571,Cat,Spayed Female,-0.6602204354362975,Domestic Shorthair Mix,Brown Tabby/White,0
1572,Dog,Unknown,-0.7286954962461891,Chihuahua Shorthair/Pit Bull,White,0
1573,Dog,Neutered Male,-0.055048952062390986,Chihuahua Shorthair Mix,Black/White,0
1574,Dog,Spayed Female,-0.5019875246458724,Labrador Retriever Mix,White/Yellow,0
1575,Dog,Neutered Male,-0.3604107097281236,German Shepherd,Brown,0
1576,Dog,Neutered Male,-0.41870704528249075,Pit Bull Mix,White/Blue,0
1577,Dog,Intact Male,1.9695920351273757,Chihuahua Shorthair Mix,Brown,0
1578,Dog,Intact Male,3.606516123947621,Labrador Retriever Mix,Black,0
1579,Cat,Intact Female,-0.39557357879266253,Domestic Shorthair,Orange Tabby,0
1580,Dog,Intact Male,-0.048571581445239084,Siberian Husky Mix,Tan/White,0
1581,Dog,Spayed Female,1.9695920351273757,Labrador Retriever/German Shepherd,Brown,0
1582,Dog,Spayed Female,-0.2558474411941,Great Pyrenees Mix,White/Tan,0
1583,Dog,Neutered Male,-0.6620711127554838,Catahoula Mix,Black Brindle/White,0
1584,Cat,Intact Male,-0.3964989174522557,Domestic Shorthair Mix,Black Tabby/Black,1
1585,Cat,Unknown,-0.6435643395636211,Domestic Shorthair Mix,Brown Tabby/White,0
1586,Dog,Intact Female,-0.6898312725432777,Chihuahua Shorthair/Jack Russell Terrier,Buff/White,0
1587,Cat,Intact Male,-0.7323968508845616,Domestic Shorthair,Black,0
1588,Cat,Neutered Male,-0.39187222415429,Domestic Shorthair Mix,Lynx Point,0
1589,Cat,Neutered Male,-0.5908200359668129,Domestic Shorthair Mix,Blue/White,0
1590,Cat,Intact Female,-0.39187222415429,Domestic Shorthair Mix,Black,0
1591,Dog,Intact Male,-0.05412361340279786,American Pit Bull Terrier,White/Black,0
1592,Cat,Neutered Male,-0.5593585215406465,Domestic Shorthair,Brown Tabby/White,0
1593,Dog,Intact Male,-0.6768765313089739,Chihuahua Shorthair/Yorkshire Terrier,Black,0
1594,Cat,Intact Male,-0.5658358921577983,Domestic Shorthair Mix,Brown Tabby,1
1595,Cat,Intact Male,-0.7129647390331059,Domestic Shorthair Mix,Gray,0
1596,Dog,Spayed Female,0.11798937728152419,Pit Bull Mix,Brown/White,0
1597,Dog,Spayed Female,2.9846885447010383,Labrador Retriever Mix,Black,0
1598,Cat,Intact Female,1.9732933897657483,Domestic Shorthair Mix,Black,0
1599,Dog,Spayed Female,0.7102061194211269,Pit Bull Mix,Black/White,0
1600,Dog,Neutered Male,-0.3835441762179519,Chesa Bay Retr Mix,Red/White,1
1601,Cat,Spayed Female,0.3113851571364882,Russian Blue Mix,Blue,0
1602,Dog,Spayed Female,-0.3752161282816137,Plott Hound Mix,Brown Brindle/White,0
1603,Cat,Spayed Female,-0.6444896782232143,Domestic Shorthair Mix,Torbie,0
1604,Other,Unknown,-0.05782496804117038,Opossum Mix,Gray,1
1605,Dog,Spayed Female,-0.5066142179438381,Pekingese/Shih Tzu,White/Tricolor,0
1606,Cat,Intact Female,-0.6796525472877533,Siamese,Seal Point,1
1607,Dog,Neutered Male,-0.4714513488792991,German Shepherd Mix,Tan/Black,0
1608,Cat,Spayed Female,-0.6500417101807731,Domestic Shorthair Mix,Black/White,0
1609,Cat,Spayed Female,-0.6250575663717586,Domestic Shorthair Mix,Blue Tabby/White,0
1610,Cat,Neutered Male,-0.39187222415429,Domestic Shorthair Mix,Brown Tabby/White,0
1611,Cat,Intact Female,-0.6481910328615869,Siamese Mix,Lynx Point,0
1612,Dog,Intact Female,0.2799236427103218,Rottweiler Mix,Black/Brown,0
1613,Dog,Neutered Male,0.625074962738559,German Shepherd,Brown/Black,0
1614,Cat,Intact Male,-0.7277701575865959,Domestic Shorthair,Orange Tabby,0
1615,Dog,Spayed Female,-0.6185801957546067,Jack Russell Terrier Mix,White/Tan,0
1616,Cat,Neutered Male,-0.5806413107112884,Domestic Shorthair Mix,Black,0
1617,Dog,Intact Male,-0.6463403555424005,Chihuahua Shorthair Mix,Tan,0
1618,Cat,Spayed Female,-0.5760146174133227,Domestic Shorthair,Blue Tabby,0
1619,Dog,Neutered Male,-0.31321843808887406,Yorkshire Terrier Mix,Red,0
1620,Dog,Neutered Male,2.113019527364311,Chihuahua Shorthair,Black/White,0
1621,Cat,Unknown,-0.7333221895441547,Domestic Shorthair Mix,Brown Tabby/White,0
1622,Cat,Intact Male,-0.591745374626406,Domestic Shorthair Mix,Black/White,0
1623,Dog,Spayed Female,-0.05412361340279786,Pit Bull Mix,Red/White,0
1624,Dog,Neutered Male,0.9887330559586587,Siberian Husky,White,0
1625,Cat,Spayed Female,1.478237206883424,Siamese Mix,Lynx Point,0
1626,Cat,Spayed Female,-0.27527955304555574,Siamese Mix,Lynx Point,0
1627,Dog,Neutered Male,2.113019527364311,Pit Bull/Labrador Retriever,Brown Brindle/White,1
1628,Dog,Intact Male,-0.7323968508845616,Pit Bull Mix,White/Blue,0
1629,Dog,Neutered Male,-0.6824285632665326,Treeing Walker Coonhound/German Shepherd,Brown/Black,0
1630,Other,Intact Female,-0.32894919530195726,Guinea Pig,White/Black,0
1631,Cat,Neutered Male,2.3258474190707306,Domestic Shorthair Mix,Brown Tabby,0
1632,Dog,Spayed Female,0.9554208642133061,Chihuahua Shorthair,Tan/White,0
1633,Dog,Intact Female,-0.4760780421772648,German Shepherd Mix,Brown/Black,0
1634,Dog,Neutered Male,-0.055048952062390986,Siberian Husky Mix,Black/White,0
1635,Dog,Neutered Male,0.6195229307810002,German Shepherd Mix,Black/Brown,0
1636,Cat,Neutered Male,-0.6805778859473464,Siamese Mix,Blue Point,0
1637,Dog,Neutered Male,-0.05042225876442534,Great Pyrenees/German Shepherd,Tan,0
1638,Dog,Neutered Male,-0.36226138704730987,Labrador Retriever Mix,Black/White,0
1639,Dog,Neutered Male,-0.01711006701907269,Norfolk Terrier Mix,Tan,0
1640,Dog,Neutered Male,0.6222989467597796,German Shepherd Mix,Tan/White,0
1641,Dog,Spayed Female,-0.6676231447130425,Collie Smooth Mix,Brown/White,0
1642,Dog,Spayed Female,-0.39002154683510376,Beagle Mix,Brown/Brown,0
1643,Cat,Intact Female,-0.6953833045008364,Domestic Shorthair Mix,White,0
1644,Cat,Intact Female,-0.6629964514150769,Domestic Shorthair Mix,Black/White,0
1645,Cat,Intact Female,-0.6981593204796158,Domestic Shorthair,Blue/White,1
1646,Other,Unknown,0.28084898136991493,Bat Mix,Brown,1
1647,Dog,Neutered Male,0.9554208642133061,Shih Tzu Mix,Black/White,0
1648,Cat,Intact Male,-0.713890077692699,Siamese Mix,Flame Point,0
1649,Cat,Neutered Male,-0.21328186285281608,Domestic Shorthair Mix,Blue,0
1650,Dog,Intact Female,-0.5880440199880335,Labrador Retriever/Great Pyrenees,Red/White,0
1651,Dog,Neutered Male,-0.047646242785645956,Pit Bull Mix,Chocolate/White,0
1652,Dog,Spayed Female,-0.007856680423141398,Pit Bull Mix,White/Black,0
1653,Cat,Spayed Female,-0.1762683164690909,Domestic Shorthair Mix,Blue,0
1654,Dog,Neutered Male,2.223134827855893,Maltese Mix,White,0
1655,Dog,Neutered Male,-0.3909468854946969,Chihuahua Shorthair Mix,Brown Brindle,0
1656,Cat,Spayed Female,4.017366488806971,Domestic Shorthair Mix,White/Blue,0
1657,Dog,Neutered Male,-0.6759511926493807,Australian Shepherd Mix,White/Black,1
1658,Dog,Neutered Male,-0.05782496804117038,Australian Cattle Dog/Dachshund,Red Merle/White,0
1659,Dog,Neutered Male,0.9757783147243548,Parson Russell Terrier Mix,White/Tan,0
1660,Cat,Neutered Male,-0.671324499351415,Domestic Shorthair,Blue Tabby,0
1661,Other,Neutered Male,-0.5676865694769846,Rabbit Sh Mix,White/Brown,0
1662,Cat,Spayed Female,-0.6648471287342631,Snowshoe Mix,Seal Point/White,0
1663,Cat,Intact Male,-0.6889059338836845,Domestic Shorthair Mix,Brown Tabby,0
1664,Other,Unknown,-0.7055620297563608,Bat,Brown/Black,1
1665,Dog,Spayed Female,4.000710392934295,Chihuahua Shorthair Mix,Tan,0
1666,Cat,Intact Female,4.344011035643345,Domestic Shorthair,White/Black,0
1667,Dog,Neutered Male,0.014351447407093704,American Bulldog Mix,White/Tan,0
1668,Dog,Neutered Male,2.588643598395179,Labrador Retriever/Golden Retriever,Tan/White,0
1669,Cat,Neutered Male,-0.1503588340004833,Domestic Shorthair Mix,Blue,0
1670,Dog,Neutered Male,0.3659801380524828,Catahoula Mix,White/Brown,0
1671,Dog,Spayed Female,-0.577865294732509,Wire Hair Fox Terrier Mix,Tan/White,0
1672,Dog,Intact Female,-0.64911637152118,Chihuahua Longhair,Brown/Black,1
1673,Cat,Intact Male,-0.721292786969444,Domestic Shorthair,White/Orange Tabby,0
1674,Dog,Neutered Male,-0.3307998726211435,Pit Bull Mix,Blue Tiger/White,0
1675,Dog,Spayed Female,1.6457235042697804,Australian Cattle Dog Mix,Brown,0
1676,Dog,Intact Female,3.3233624941121236,German Shepherd Mix,Tan,0
1677,Cat,Intact Female,-0.6935326271816502,Domestic Shorthair Mix,Tortie,0
1678,Dog,Neutered Male,2.3156686938152062,Chihuahua Shorthair Mix,Tan,0
1679,Dog,Spayed Female,-0.005080664444362009,Rottweiler,Black/Tan,0
1680,Dog,Neutered Male,-0.3881708695159175,Schnauzer Giant Mix,Black/White,0
1681,Dog,Spayed Female,-0.05782496804117038,Chihuahua Shorthair,Black/White,0
1682,Dog,Spayed Female,-0.4076029813673732,Labrador Retriever Mix,Black/White,0
1683,Cat,Neutered Male,-0.6666978060534494,Domestic Shorthair Mix,Black/White,0
1684,Dog,Neutered Male,-0.3021143741737565,Jack Russell Terrier/Beagle,White/Brown,0
1685,Cat,Intact Female,-0.39372290147347627,Domestic Shorthair Mix,Calico,0
1686,Dog,Neutered Male,-0.05412361340279786,Maltese,White,0
1687,Cat,Neutered Male,1.6679316321000155,Domestic Shorthair,Black/White,0
1688,Cat,Spayed Female,-0.38632019219673125,Domestic Medium Hair Mix,Tortie,0
1689,Dog,Neutered Male,-0.02821413093419024,Pit Bull Mix,Tan/White,0
1690,Dog,Neutered Male,0.6093442055254759,Anatol Shepherd Mix,White/Tan,0
1691,Dog,Spayed Female,-0.6694738220322288,German Shepherd Mix,Black/Brown,0
1692,Other,Unknown,-0.7333221895441547,Opossum Mix,White/Gray,1
1693,Dog,Spayed Female,-0.5639852148386121,Shih Tzu/Miniature Poodle,Black,0
1694,Cat,Neutered Male,-0.5945213906051854,Domestic Shorthair,Orange Tabby,0
1695,Cat,Spayed Female,-0.39557357879266253,Domestic Shorthair Mix,Tortie,0
1696,Cat,Spayed Female,-0.05412361340279786,Domestic Shorthair Mix,White/Brown Tabby,0
